1	4.0959673743600003e-07
2	3.1811564892436354e-07
3	2.845275277636376e-07
4	2.2081534967487028e-07
5	9.516966193953457e-08
6	3.561759014791703e-08
7	1.0076291776828167e-08
8	2.9344296271670524e-09
9	9.51875610754602e-10
10	4.2876791195283017e-10
11	9.24162296815218e-11
12	2.8956441307519288e-11
13	6.709231315723307e-12
