10	153962
12	125870
11	118906
9	85511
6	69805
7	69680
8	68317
13	67094
5	55506
14	38690
4	31363
15	26198
16	18966
17	14475
18	11047
3	9875
19	8334
20	6450
21	4701
22	3418
23	2395
2	1924
24	1633
-1	1451
25	1130
26	842
27	610
28	447
29	344
1	290
30	214
31	149
32	130
33	73
34	68
35	46
36	28
0	24
37	22
39	12
38	6
40	5
42	3
43	2
45	1
47	1
49	1
